dt,switch,src,dst,pktCount,byteCount,duration,duration_nsec,total_duration,flows,pktrate,pairflow,protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label,packetins,byteperflow,packetperflow
47336,3,10.0.0.191,10.0.0.227,205,10790,487,2939,346,3,89.24520188354843,2,ICMP,37249,24621,35927,2.75773799707313,37.5084744488568,65.23365322090831,0,6,920,15
47337,7,10.0.0.197,10.0.0.182,202,16629,112,2233,925,10,15.2682006494267,4,ICMP,27031,15408,42115,3.30302185970275,5.371802566264591,28.29616506033743,1,4,636,15
47338,5,10.0.0.71,10.0.0.18,434,44320,489,338,740,1,74.92386556402656,3,ICMP,39649,20269,22648,39.57656678339744,9.035546421768206,34.38662677228642,1,4,413,6
47339,10,10.0.0.30,10.0.0.179,302,22976,72,3381,273,10,75.11839157138473,3,ICMP,15066,10400,35087,10.734819958727744,28.456968921761728,21.64419350512392,1,6,444,13
47340,1,10.0.0.59,10.0.0.41,160,44019,233,4371,796,2,5.2363938642083365,3,TCP,65389,33686,3634,43.90819426234811,9.634597761278902,30.543361790910303,1,7,895,5
47341,8,10.0.0.175,10.0.0.59,432,20094,220,3922,222,10,35.62286094728783,3,UDP,41439,4937,3562,34.93050005306065,14.887942483204498,51.82531732096928,1,3,699,2
47342,3,10.0.0.192,10.0.0.240,242,10050,446,424,110,3,99.60827540389407,1,ICMP,15007,24029,26812,48.470333392479645,35.61536534354394,44.75935100520096,0,10,141,16
47343,3,10.0.0.223,10.0.0.45,167,26314,497,3526,504,1,69.74728199361066,4,TCP,55047,41696,46647,13.338483964289699,49.166967526884605,8.249486819512388,0,3,168,16
47344,1,10.0.0.78,10.0.0.54,461,39787,354,1596,344,6,78.82633774241754,5,UDP,22592,49609,25758,14.598994569372103,26.882336553473053,74.13488834241437,0,4,852,2
47345,8,10.0.0.145,10.0.0.31,363,40680,356,586,446,9,75.20620245802496,3,ICMP,51579,24611,12654,23.49651178484366,23.970526737456993,62.113081047270256,1,5,106,2
47346,8,10.0.0.171,10.0.0.81,298,20408,179,4927,844,8,51.87134045491485,4,UDP,44950,43812,2877,23.762160819833138,47.090073900954714,53.55572203520609,1,3,129,20
47347,9,10.0.0.109,10.0.0.73,473,42514,125,1414,823,10,54.33886045845485,3,UDP,144,12336,28514,8.061633866281888,18.248507939684437,21.98626223815061,0,7,169,17
47348,1,10.0.0.234,10.0.0.92,362,6296,428,3487,224,10,45.515174075489114,1,TCP,24387,33214,41078,8.394241993603575,31.206612068213303,28.1942500304977,0,5,311,19
47349,5,10.0.0.116,10.0.0.31,486,49519,410,4403,125,1,90.77158553755878,2,ICMP,56554,4530,28679,23.264821105508144,25.682326500589294,85.67599649314198,1,1,944,7
47350,6,10.0.0.245,10.0.0.225,181,45284,384,4944,234,10,15.542291913794799,3,ICMP,18613,49244,23156,12.672195758440164,36.473744328892906,17.79134325707402,1,4,74,16
47351,2,10.0.0.246,10.0.0.118,56,13666,74,2936,507,5,73.50874324931274,4,UDP,2590,18385,34364,22.835947032388702,20.016574345006546,38.06443843283781,1,3,105,11
47352,6,10.0.0.141,10.0.0.55,327,15700,206,2203,497,1,32.00702546405069,3,ICMP,36283,19385,46714,10.416313894465185,46.88646295644577,76.2996771429874,0,5,688,6
47353,10,10.0.0.144,10.0.0.87,421,9972,91,2472,547,5,83.48746224238309,3,ICMP,45111,39175,39265,5.014129822287934,19.454177961900758,95.83186513514323,0,0,790,6
47354,10,10.0.0.193,10.0.0.95,342,41064,72,2194,860,5,69.27136800632707,2,TCP,25513,29947,16674,42.43555010840122,11.26947714688987,62.65084302669395,1,3,812,17
47355,10,10.0.0.124,10.0.0.32,142,8758,73,2309,782,9,7.477378772158434,4,UDP,7214,32363,25014,6.855350090922613,17.590786721443592,63.166414425310506,0,0,419,12
47356,5,10.0.0.22,10.0.0.205,195,18289,109,4722,936,3,88.55277455149945,5,ICMP,61909,37097,31947,48.43148716752708,49.713165056446186,66.84799537836227,1,1,299,20
47357,8,10.0.0.241,10.0.0.61,114,31195,278,3738,657,3,3.3531728614140563,3,ICMP,23090,13179,5825,30.290492313120204,18.82376989453125,54.81600879632033,1,4,255,15
47358,1,10.0.0.32,10.0.0.24,95,35277,297,1182,757,3,36.682198092932765,2,ICMP,45404,9974,33481,3.6213073443821493,13.306964781032605,46.20155495513423,1,1,440,10
47359,10,10.0.0.110,10.0.0.104,11,18222,390,304,904,10,2.8943762036869547,2,ICMP,46737,27572,33250,41.26912126798495,14.608658975560541,58.76153204402271,0,4,425,18
47360,7,10.0.0.46,10.0.0.232,20,49290,125,1867,710,5,57.54797171044777,4,TCP,41116,11106,37538,35.24340887679905,13.459655746902726,25.506831832515736,0,10,713,11
47361,7,10.0.0.33,10.0.0.220,448,45968,63,2037,348,7,72.85835033878207,5,TCP,1135,36379,2734,7.453584405337184,17.015012764116086,13.818713797370506,1,2,658,17
47362,5,10.0.0.158,10.0.0.71,487,19678,462,1486,352,4,28.799789042810648,4,ICMP,38628,3606,36775,19.471476237257967,16.240265309874122,73.81911419871392,1,5,486,5
47363,2,10.0.0.60,10.0.0.102,271,30007,361,3846,642,6,64.66271677175747,3,TCP,38188,37424,26711,46.80679386444788,45.96350820591249,13.120706334019921,1,10,131,6
47364,1,10.0.0.61,10.0.0.7,206,20931,320,762,340,8,91.58500454137517,5,UDP,25333,40518,6064,43.44668716578146,36.59031876045358,83.30021131988661,0,7,58,14
47365,7,10.0.0.114,10.0.0.136,39,10275,111,576,899,8,54.942604329455456,2,TCP,16698,9435,43766,44.665279463661356,5.6883170649566654,73.63614872160818,0,2,429,9
47366,4,10.0.0.9,10.0.0.33,240,44427,329,126,209,5,23.637596163877827,4,ICMP,27036,22111,7642,38.932645633693134,23.998482729295876,46.023701907417006,1,3,943,9
47367,10,10.0.0.192,10.0.0.248,203,43775,401,3838,630,9,88.83077528082835,1,ICMP,30708,11573,24959,46.37548353145205,41.67874644600505,22.74330154269866,1,9,613,14
47368,1,10.0.0.50,10.0.0.226,285,2226,125,3355,557,7,4.847646632829351,1,TCP,4764,5288,21663,28.647354601005738,15.879217387900459,39.687813912283765,0,6,338,11
47369,4,10.0.0.104,10.0.0.90,336,31075,353,877,251,3,29.6230102892128,4,TCP,37980,44496,38913,49.85430718856289,16.701990408185857,72.0111001535309,0,2,252,15
47370,8,10.0.0.230,10.0.0.90,440,47016,202,4744,923,6,16.103210924561328,4,ICMP,36184,29295,20107,10.138517212466997,35.49954407807265,45.636368192376516,0,0,313,9
47371,6,10.0.0.132,10.0.0.109,340,39020,147,1843,709,2,83.49942313283164,4,ICMP,50942,25076,28931,23.55060915561695,36.34122759669999,49.07055336208846,0,10,964,8
47372,7,10.0.0.54,10.0.0.148,238,38068,291,2911,180,5,82.07335653728276,1,ICMP,35011,42728,3107,29.173594522935293,30.441616434598277,90.44922963316628,0,10,778,2
47373,1,10.0.0.103,10.0.0.154,311,31550,236,2380,478,2,17.458081423332963,1,ICMP,33021,46008,19803,14.78752969882255,33.022562790852206,82.81254215769926,0,2,158,13
47374,8,10.0.0.23,10.0.0.177,437,1385,54,3921,304,9,22.722201016037484,1,UDP,64196,39279,6641,27.328320639713752,40.63229145545479,71.64707738752023,0,3,568,9
47375,6,10.0.0.27,10.0.0.59,154,16249,207,4266,806,9,99.04210484559046,3,UDP,22477,13499,9937,18.586673372598803,37.43655080152425,4.860665718774092,1,6,605,5
47376,5,10.0.0.97,10.0.0.6,277,22545,466,2976,598,1,76.51892499577629,3,TCP,24290,20462,9754,49.768098466287505,39.38010765071942,86.84363141473122,0,5,305,11
47377,6,10.0.0.163,10.0.0.201,294,1337,134,3485,988,3,47.18810289345637,2,TCP,33984,14731,26408,39.578978211373055,7.735878388594778,2.6595837506536952,0,9,936,17
47378,7,10.0.0.233,10.0.0.126,267,16979,430,2828,366,4,15.823823083777654,5,TCP,9830,24348,47000,45.422836015385364,24.55405512634199,98.29108483045377,0,3,413,10
47379,10,10.0.0.251,10.0.0.22,236,5083,291,2486,273,8,93.50670839096433,1,UDP,45061,43014,13416,24.99008081616983,33.24978813424242,95.87590168162384,0,4,313,11
47380,2,10.0.0.202,10.0.0.116,270,49510,190,4457,970,2,28.44852068218176,2,ICMP,1322,30724,23937,31.781739645211694,27.186718389266424,20.96576193846282,0,1,994,1
47381,8,10.0.0.52,10.0.0.123,143,31257,60,3432,214,5,45.96820176157422,3,UDP,16000,26055,18558,44.07913977623871,35.38958440906963,27.86531274271978,0,3,265,11
47382,5,10.0.0.100,10.0.0.161,259,13122,213,4671,529,2,76.4230904644765,4,UDP,42033,26955,25371,27.03470025973162,7.55337599889082,20.850233843455843,0,1,796,17
47383,7,10.0.0.14,10.0.0.17,243,36995,486,2148,508,5,16.21552331312676,1,ICMP,53114,14332,21152,17.441689164793758,49.72448332368254,77.00222654262005,0,3,559,10
47384,8,10.0.0.182,10.0.0.13,321,45123,161,4244,748,1,45.08849714999017,4,TCP,29278,26811,32441,17.11033235936009,44.372656235885735,68.49789482794748,0,5,176,1
47385,3,10.0.0.245,10.0.0.48,395,7151,126,2549,244,8,64.21539227719776,1,TCP,40325,21321,20592,46.7418598461875,9.547078855372728,34.165455774139325,0,8,584,16
47386,6,10.0.0.85,10.0.0.67,446,15698,403,2754,144,10,23.814554976357,4,TCP,23680,4166,25896,35.27659405736744,26.417872056818844,20.438956361927886,1,6,501,4
47387,9,10.0.0.22,10.0.0.170,277,48993,473,2272,480,7,84.4858222933188,5,ICMP,48472,32757,22485,29.915344079325514,46.40419568711895,25.3585913419987,0,4,402,14
47388,5,10.0.0.173,10.0.0.218,278,48853,305,3503,762,8,90.76867393047353,4,UDP,38140,38335,17757,28.115328184656462,9.618605851686661,30.292172556739956,1,7,62,14
47389,4,10.0.0.24,10.0.0.41,121,21337,406,607,592,2,38.125726044143484,2,UDP,26357,28899,18090,37.38384255505777,23.804981231828087,10.040913020253459,0,6,291,2
47390,9,10.0.0.226,10.0.0.205,416,10698,428,3570,484,10,34.44111254220594,4,TCP,55714,49059,11953,5.896651916708047,48.96301857181795,32.44501683657471,0,9,546,17
47391,1,10.0.0.248,10.0.0.66,235,23791,61,4023,714,6,55.40668724292502,1,ICMP,25079,34301,49873,17.54127174518337,6.796268734288304,28.640899693691352,0,9,732,5
47392,1,10.0.0.197,10.0.0.165,244,30210,370,797,710,9,93.70537350491327,5,TCP,61468,7759,14949,32.21194880535588,42.87736867225316,37.11459243974909,1,8,233,12
47393,7,10.0.0.2,10.0.0.213,493,32661,455,1972,148,8,60.1711744401899,2,ICMP,22863,24260,2712,49.15303645603616,41.60487732342526,83.54926024520037,1,2,314,1
47394,1,10.0.0.245,10.0.0.79,228,5213,450,4454,151,7,71.9276407500279,3,UDP,53204,49378,17296,24.044429194950965,29.421691477251414,56.91637588331626,0,1,316,19
47395,8,10.0.0.220,10.0.0.46,349,42431,246,4236,558,7,88.9034672427342,1,ICMP,20391,17439,40677,20.45297057049211,27.906502449275635,96.07920627013144,1,5,63,13
47396,1,10.0.0.49,10.0.0.124,205,11086,231,2716,954,3,59.570090918858874,2,TCP,32388,45760,14843,42.729679154263714,45.21572548277837,27.25627986120046,1,7,876,14
47397,2,10.0.0.246,10.0.0.31,119,38265,202,4534,748,6,78.92367476638218,1,TCP,37648,38757,10841,33.571983748054826,15.133651535680421,36.20967172495921,0,3,241,3
47398,1,10.0.0.76,10.0.0.118,190,35791,313,278,659,8,23.180637595763933,4,ICMP,29852,21579,31773,8.883101467705933,44.07605345107271,6.541821426478736,0,2,819,20
47399,7,10.0.0.219,10.0.0.81,89,2053,166,3543,666,10,75.31611020173862,2,ICMP,20458,37306,38019,8.68586217641682,8.840986654482252,95.2561633422778,1,3,190,18
47400,4,10.0.0.1,10.0.0.131,98,11560,149,1741,275,1,63.771336793523325,3,TCP,31473,29868,11913,3.8453133851313015,2.366067575418875,38.049079152297594,1,0,330,6
47401,9,10.0.0.248,10.0.0.123,309,20636,267,3567,611,5,94.79858793799964,5,TCP,28999,43969,49313,25.986884483308902,41.07886600511161,17.360658219889814,0,2,660,5
47402,9,10.0.0.34,10.0.0.36,301,13863,444,160,779,5,23.741129940176243,4,TCP,23017,46732,34967,4.6498535912918015,35.5488464442818,31.925642709418558,0,4,68,8
47403,2,10.0.0.73,10.0.0.251,67,35258,226,2284,260,10,15.292980445467768,2,TCP,55844,39822,46203,28.254346418902838,17.039171122907018,62.202087186894985,1,4,331,12
47404,6,10.0.0.151,10.0.0.210,491,4855,261,2240,995,8,29.247250882260616,5,TCP,48420,31291,42367,29.342252224317647,21.587908431609343,34.62271535553211,0,7,384,9
47405,10,10.0.0.118,10.0.0.237,439,8573,383,2809,659,3,92.74361048436205,4,ICMP,53987,11096,1574,45.55262345440247,8.999042706583591,51.00693069705445,1,6,781,5
47406,4,10.0.0.66,10.0.0.34,278,22996,466,1137,745,1,4.972039841394108,2,UDP,51563,8411,40319,1.9269136749328446,3.2327347519122593,47.41042493957934,1,9,667,7
47407,1,10.0.0.166,10.0.0.44,163,6391,445,4954,664,9,88.55139228279478,3,ICMP,15309,32609,39370,11.518067048234224,18.315536186640536,73.60970084418437,0,5,904,20
47408,5,10.0.0.156,10.0.0.99,95,24190,380,1282,108,9,17.40204623227271,4,ICMP,54958,42723,39068,16.767205511439926,47.89239076339402,23.61104059027139,0,5,629,12
47409,6,10.0.0.253,10.0.0.88,497,22212,250,4824,405,4,76.1166128752768,4,TCP,30899,16218,34384,24.277981523043774,35.7776687702149,50.157433867905915,1,8,615,5
47410,5,10.0.0.80,10.0.0.94,455,21781,239,1297,962,3,49.72596966286312,1,TCP,874,14645,21157,6.1068033624377565,25.687590259971,32.30521673650076,1,0,527,19
47411,9,10.0.0.190,10.0.0.179,97,47139,167,1673,199,5,38.00285166011855,4,UDP,40128,15982,10943,34.66072810667877,28.801073101826688,82.47526251443472,1,4,626,4
47412,9,10.0.0.206,10.0.0.245,116,19546,192,4959,354,4,12.030436130488168,3,ICMP,47272,44992,10849,30.584962260592697,21.475111336021047,28.573570842695784,0,0,273,13
47413,6,10.0.0.221,10.0.0.202,302,13111,469,2794,737,5,40.09572117181646,3,UDP,13865,13563,21934,42.42952858288436,29.531670964178392,87.73138834187282,0,1,721,13
47414,10,10.0.0.231,10.0.0.142,104,3496,462,275,781,1,23.754187813617857,4,ICMP,46841,2821,3766,45.766861924822656,23.142634779941048,73.24056435069194,1,4,507,11
47415,8,10.0.0.189,10.0.0.9,369,2603,426,4562,262,10,91.86701018448397,1,ICMP,57127,34626,4497,1.0969088789863304,16.0334094186936,23.13510103568654,1,4,157,1
47416,5,10.0.0.89,10.0.0.23,471,46122,234,1024,850,4,12.936557685627436,2,TCP,5692,45849,11795,10.900094996188612,19.82813406943496,75.72052618061156,1,4,804,11
47417,3,10.0.0.73,10.0.0.118,487,33884,343,488,794,6,70.53706942867639,2,ICMP,57532,23610,33461,21.470489513769703,5.611745849890113,40.88136008800642,0,2,628,15
47418,3,10.0.0.127,10.0.0.124,220,42375,400,3208,511,5,64.40047467858389,1,TCP,43716,42100,40589,27.552982978029608,19.745684396716644,16.392384035999306,1,6,686,4
47419,4,10.0.0.63,10.0.0.210,369,6617,345,2361,986,5,69.98934143298507,2,UDP,36895,47008,16934,10.659439188557624,28.708422758955376,88.5762335688714,1,10,861,9
47420,2,10.0.0.229,10.0.0.218,322,41176,382,413,687,5,91.50874217118248,4,UDP,47814,46308,30379,24.06273627786907,32.53459403896875,77.13959101341007,0,10,783,14
47421,4,10.0.0.14,10.0.0.187,92,39732,268,1016,897,6,42.12813880810815,1,ICMP,57177,40901,34802,36.096779747018665,49.309057215930345,33.799284396037926,0,8,738,13
47422,5,10.0.0.75,10.0.0.50,390,33023,88,570,644,6,88.12166477578928,3,ICMP,9427,5748,33474,20.703016705976204,24.276595528090077,24.362251149484113,1,9,272,3
47423,7,10.0.0.188,10.0.0.10,382,29705,361,142,907,8,62.183840174202565,3,UDP,60782,7689,10461,36.17245055882,47.82023043519552,50.79479092538981,1,6,213,18
47424,1,10.0.0.252,10.0.0.94,160,35519,259,2544,387,10,95.48999247804532,5,UDP,6908,19340,15138,25.83414732424461,39.9730622542436,51.34272269441028,1,7,539,1
47425,2,10.0.0.232,10.0.0.42,212,21342,449,4699,798,9,32.82791683936373,1,TCP,6924,5707,23793,13.42312129447741,23.124616343744123,65.57810903780245,1,8,655,13
47426,6,10.0.0.177,10.0.0.73,102,1520,384,1984,872,2,80.18980763720832,1,TCP,51059,13212,48567,20.775387448238924,22.984870057196613,84.90869646039846,0,2,135,11
47427,5,10.0.0.74,10.0.0.217,207,19350,490,4258,614,8,20.925196955411803,1,UDP,58113,15658,40491,25.38859337478668,19.7376077048511,22.27042505950551,1,3,290,12
47428,9,10.0.0.61,10.0.0.225,74,47706,318,3765,323,3,2.9967657484609638,2,ICMP,4261,19853,30519,4.236025680323793,37.57211421549087,37.77051538647626,0,7,608,1
47429,8,10.0.0.123,10.0.0.154,197,36213,485,4327,999,2,27.63370716330373,5,ICMP,40796,49917,4808,36.597150320604335,39.08844820973784,19.98719896618397,1,0,167,12
47430,3,10.0.0.12,10.0.0.248,213,2140,280,4494,776,2,58.63313809318887,3,TCP,3093,47103,47046,38.94644481942229,8.167652003781416,66.10830709848517,1,7,215,18
47431,1,10.0.0.116,10.0.0.73,75,25295,336,2993,651,3,68.59628776064216,2,TCP,42360,25824,16510,32.0636033327575,48.259567042099256,65.91125919692202,1,9,467,20
47432,4,10.0.0.144,10.0.0.210,359,44000,222,3368,456,2,37.17003557539735,2,UDP,40732,32651,30249,47.352846798364,23.366739819047112,27.593258461776607,0,1,482,19
47433,9,10.0.0.112,10.0.0.17,226,38352,341,249,727,1,89.69223166807284,4,UDP,13161,48633,31429,42.51238205602857,28.629110072318756,99.85988813040063,0,2,652,6
47434,2,10.0.0.181,10.0.0.95,227,12291,188,2344,401,10,33.455870218918086,4,UDP,21813,4913,26704,46.523875892030496,19.309235905228004,93.6172549361605,0,5,741,2
47435,4,10.0.0.12,10.0.0.188,309,43388,343,1468,631,10,35.715600779996784,5,TCP,59458,38851,30297,17.217088438688975,45.99392755556195,92.52947648105716,0,9,904,3
47436,5,10.0.0.29,10.0.0.194,412,31362,171,1427,613,7,5.841321827922498,5,UDP,32277,34082,32801,31.679592155158986,32.08231637811005,61.645003647288696,1,2,513,2
47437,10,10.0.0.146,10.0.0.124,220,42972,251,3046,443,6,50.046955100038026,5,UDP,34347,16334,23542,27.549350788155422,24.577452915062224,61.17483423974845,0,6,440,15
47438,2,10.0.0.252,10.0.0.151,387,30471,280,3899,104,3,12.629949785366911,3,UDP,13455,5070,9142,18.37506030670044,49.29120590308554,8.479425053730136,0,10,809,9
47439,8,10.0.0.183,10.0.0.120,382,44409,439,699,858,8,30.81080093575526,3,TCP,3886,48059,10708,41.506228404434374,48.531925893629406,93.63454401274247,1,0,959,11
47440,2,10.0.0.53,10.0.0.67,24,46238,423,725,869,9,10.670931601226277,5,ICMP,41938,9551,35767,7.073620954531271,47.42237899225224,72.59201115975557,1,9,994,11
47441,3,10.0.0.36,10.0.0.147,63,34800,415,1469,473,5,61.33739138784549,4,ICMP,29792,8815,2229,16.422527160916072,11.679373649733877,93.20121849055299,0,0,149,5
47442,7,10.0.0.186,10.0.0.166,206,27473,233,2433,911,10,55.61723381586776,2,TCP,9167,28967,45727,44.281352024140666,42.48474223808667,58.586852880351046,0,10,99,9
47443,4,10.0.0.188,10.0.0.22,261,21213,203,150,686,1,61.63820003782358,5,ICMP,25026,9044,22922,7.214655616169324,48.69950403047979,59.62164718156699,0,4,65,6
47444,7,10.0.0.199,10.0.0.246,490,16386,221,3860,663,9,52.81801397395754,5,ICMP,10849,21788,39470,27.537019693868363,13.734893439136162,73.26740530215524,1,0,771,8
47445,10,10.0.0.221,10.0.0.50,66,41104,479,3089,348,8,39.90551443413302,2,UDP,53966,10788,33822,34.26286512365476,37.89572868214222,28.766608182895634,1,2,666,12
47446,4,10.0.0.175,10.0.0.129,47,9428,199,3037,353,5,96.65247631746581,4,TCP,2471,26434,25877,6.215571242571853,27.537256993714912,85.01154523805153,0,3,891,3
47447,3,10.0.0.57,10.0.0.41,87,38114,220,1075,839,10,51.50957767143558,1,UDP,54316,30948,2568,2.898732836773408,3.830552238012448,89.09243379274382,1,5,347,8
47448,5,10.0.0.236,10.0.0.190,65,5651,430,3510,884,4,45.10622584595797,1,TCP,14468,44672,4788,15.808967145547149,36.411422478945525,27.757974626355942,1,2,312,15
47449,9,10.0.0.72,10.0.0.191,474,43336,289,4806,396,10,36.13418114111961,3,UDP,8754,41716,41778,21.203465828723537,23.00368309401949,19.5150352432752,0,8,782,12
47450,3,10.0.0.141,10.0.0.18,41,8382,255,3712,402,3,44.599428577874605,4,UDP,43746,43168,20317,16.36471806538903,11.950205412431322,15.940228046094838,1,7,136,12
47451,8,10.0.0.167,10.0.0.83,441,15500,389,985,682,9,72.34534226882279,1,UDP,39355,48252,26037,11.068350180893239,27.631510856639544,82.32797003556414,0,10,553,9
47452,10,10.0.0.206,10.0.0.224,427,41533,66,2793,446,5,92.94217608328053,5,UDP,65183,15945,5830,33.44905116004244,6.354264926280107,4.088988786374997,0,6,430,8
47453,3,10.0.0.224,10.0.0.188,101,6770,97,3821,988,9,38.60528158073026,3,ICMP,17217,7474,34979,44.49914302867138,12.811299797411541,45.1444606339354,0,4,389,15
47454,7,10.0.0.169,10.0.0.136,246,25091,145,2251,998,9,24.113622878786803,3,TCP,1156,24735,15427,7.674936786015528,48.650430045916906,86.87254480880432,0,3,706,16
47455,3,10.0.0.23,10.0.0.192,133,3454,309,1210,551,9,32.99074363460122,1,ICMP,49110,2390,13885,18.350426933153685,46.5090634417175,97.68801446252198,1,8,894,16
47456,3,10.0.0.141,10.0.0.139,233,43930,164,1717,542,7,59.28166155132,2,ICMP,56345,15170,42824,32.815240177993516,22.73863774396887,91.3881345678395,1,2,586,7
47457,6,10.0.0.206,10.0.0.196,112,14430,354,4086,707,10,25.428030510950638,4,TCP,18688,42985,14904,36.11925699362613,34.649490934804184,25.11149871236731,1,3,222,14
47458,4,10.0.0.122,10.0.0.190,40,27062,181,2304,161,2,67.58424568403122,1,UDP,28827,36900,34731,1.1614153036384849,16.25321646576031,78.31553882580135,0,3,491,5
47459,10,10.0.0.206,10.0.0.123,253,33966,332,4309,594,10,18.56940684077296,3,TCP,2167,40769,4754,37.69950567684105,49.09617349808703,92.1734903907619,1,6,343,17
